OBS,SP500_OPEN,FTSE_OPEN,R_SP500_OPEN,R_FTSE_OPEN
8/30/1995,560,3502.4,0.169786914,-0.566573754
8/31/1995,561.09,3498.5,0.194453673,-0.111414258
09/01/1995,561.88,3484.7,0.14069835,-0.395234791
09/04/1995,,3511.9,,0.777524427
09/05/1995,563.86,3522.5,,0.301376323
09/06/1995,569.17,3541.5,0.937316554,0.537940142
09/07/1995,570.17,3555.6,0.17554027,0.397345917
09/08/1995,570.29,3548.5,0.02104414,-0.19988464
9/11/1995,572.68,3555.2,0.418209311,0.188634148
9/12/1995,573.91,3539.7,0.214549311,-0.436934267
9/13/1995,576.51,3551,0.452009601,0.318727617
9/14/1995,578.77,3574.5,0.391247643,0.659605226
9/15/1995,583.61,3575.9,0.832778949,0.039158649
9/18/1995,583.35,3551.3,-0.044560226,-0.690315908
9/19/1995,582.78,3535.4,-0.097759263,-0.448728652
9/20/1995,584.2,3546.9,0.243363331,0.324753544
9/21/1995,586.77,3564.5,0.438953026,0.494980902
9/22/1995,583,3543.7,-0.644573387,-0.585241253
9/25/1995,581.73,3514.1,-0.218076379,-0.838793209
9/26/1995,581.81,3515.7,0.013751139,0.045520499
9/27/1995,581.41,3519.9,-0.068774611,0.119392817
9/28/1995,581.04,3497.1,-0.063658654,-0.64985265
9/29/1995,585.87,3490,0.827832066,-0.20323174
10/02/1995,584.41,3510.6,-0.249513067,0.588522683
10/03/1995,581.72,3514.9,-0.461355899,0.122411232
10/04/1995,582.34,3526.4,0.106523729,0.326644518
10/05/1995,581.47,3547,-0.149508968,0.582465526
10/06/1995,582.63,3544.3,0.199295659,-0.076149652
10/09/1995,582.49,3536.6,-0.024031859,-0.217486563
10/10/1995,578.37,3503.1,-0.709821563,-0.951752287
10/11/1995,577.52,3475.4,-0.147072845,-0.793871046
10/12/1995,579.46,3484.4,0.335356154,0.258628266
10/13/1995,583.1,3534.4,0.626206285,1.424769072
10/16/1995,584.5,3562.5,0.239808268,0.791899191
10/17/1995,583.03,3562.7,-0.251813791,0.005613878
10/18/1995,586.78,3568.7,0.641131952,0.168269945
10/19/1995,587.44,3588.3,0.112415062,0.547716893
10/20/1995,590.65,3585.7,0.544951225,-0.072483973
10/23/1995,587.46,3539.5,-0.54154668,-1.296823878
10/24/1995,585.06,3527,-0.409375252,-0.353782298
10/25/1995,586.54,3544.7,0.252646089,0.500587892
10/26/1995,582.47,3529,-0.696318499,-0.443898548
10/27/1995,576.72,3490.9,-0.992080187,-1.085496207
10/30/1995,579.7,3511.6,0.515384825,0.591219144
10/31/1995,583.25,3516.5,0.610518256,0.13944027
11/01/1995,581.5,3517.5,-0.300493894,0.028433324
11/02/1995,584.22,3519.4,0.466665226,0.054001053
11/03/1995,589.72,3537.9,0.937022376,0.524281025
11/06/1995,590.57,3500.9,0.144032424,-1.051325248
11/07/1995,588.46,3517.9,-0.357921724,0.484414237
11/08/1995,586.32,3519.4,-0.364323936,0.042629987
11/09/1995,591.71,3550.5,0.915093438,0.87979181
11/10/1995,593.26,3532.6,0.261610148,-0.50542949
11/13/1995,592.72,3518.2,-0.091063937,-0.408464856
11/14/1995,592.3,3542.4,-0.070884883,0.685496835
11/15/1995,589.29,3545,-0.509484087,0.073369645
11/16/1995,593.96,3593,0.789355461,1.344934815
11/17/1995,597.34,3618.8,0.567448849,0.715497104
11/20/1995,600.07,3620.6,0.455984956,0.049727879
11/21/1995,596.85,3612.4,-0.538048954,-0.226738657
11/22/1995,600.24,3628.8,0.56637497,0.452964372
11/23/1995,,3633.9,,0.14044366
11/24/1995,598.4,3608.9,,-0.690343494
11/27/1995,599.97,3629.1,0.262022731,0.558166688
11/28/1995,601.32,3651.7,0.224758479,0.620812894
11/29/1995,606.45,3660.2,0.8495046,0.232497814
11/30/1995,607.64,3667.5,0.196031658,0.199244031
12/01/1995,605.37,3667.5,-0.374275999,0
12/04/1995,606.98,3675.2,0.265600024,0.209732192
12/05/1995,613.68,3683,1.097777806,0.212008451
12/06/1995,617.68,3669.7,0.649690435,-0.361772261
12/07/1995,620.18,3663.8,0.403923448,-0.160905469
12/08/1995,616.17,3633.1,-0.6486859,-0.841458185
12/11/1995,617.48,3633.3,0.212377983,0.005504789
12/12/1995,619.52,3663.9,0.329830533,0.838682765
12/13/1995,618.78,3657.8,-0.119518709,-0.166628007
12/14/1995,621.69,3673.5,0.469177866,0.428301229
12/15/1995,616.92,3660.2,-0.770222036,-0.362709535
12/18/1995,616.34,3642.3,-0.094059654,-0.490244049
12/19/1995,606.81,3570.3,-1.558303209,-1.996572436
12/20/1995,611.93,3606.9,0.840216965,1.019905179
12/21/1995,605.94,3602.7,-0.983692562,-0.116511331
12/22/1995,610.49,3638.5,0.748094213,0.988794445
12/25/1995,,,,
12/26/1995,611.96,,,
12/27/1995,614.3,3657.4,0.381648727,
12/28/1995,614.53,3671.2,0.037433982,0.376607164
12/29/1995,614.12,3675.6,-0.06673992,0.119780055
01/01/1996,,,,
01/02/1996,615.93,3696,,
01/03/1996,620.73,3709.2,0.776288407,0.356506616
01/04/1996,621.32,3718.1,0.095004234,0.239656517
01/05/1996,617.7,3689.2,-0.584334442,-0.780315274
01/08/1996,616.71,3708.8,-0.16040055,0.529874178
01/09/1996,618.46,3708.8,0.283361994,0
1/10/1996,609.45,3675.2,-1.467560604,-0.910082121
1/11/1996,598.48,3648.7,-1.816380354,-0.723661318
1/12/1996,602.69,3666.7,0.700986078,0.492113523
1/15/1996,601.81,3658.5,-0.146118747,-0.223884766
1/16/1996,599.82,3665.1,-0.331217067,0.180239275
1/17/1996,608.44,3719.9,1.426869424,1.484116611
1/18/1996,606.37,3711.9,-0.340794363,-0.21529113
1/19/1996,608.24,3767.1,0.307918011,1.476159977
1/22/1996,611.83,3763.5,0.588492523,-0.095609919
1/23/1996,613.4,3751.8,0.256278553,-0.311365067
1/24/1996,612.79,3731.7,-0.099495192,-0.537183092
1/25/1996,619.96,3761.8,1.163266007,0.803367235
1/26/1996,617.03,3726.1,-0.473731474,-0.9535456
1/29/1996,621.62,3737.8,0.741132848,0.31350928
1/30/1996,624.22,3736.6,0.417389677,-0.032109601
1/31/1996,630.15,3756.6,0.945501595,0.533818595
02/01/1996,636.02,3753.3,0.92721231,-0.087883999
02/02/1996,638.46,3757.1,0.38290173,0.101193021
02/05/1996,635.84,3763.3,-0.411206732,0.164884884
02/06/1996,641.43,3751.3,0.875309949,-0.319378548
02/07/1996,646.33,3757.1,0.761015041,0.154493665
02/08/1996,649.93,3731.1,0.555445552,-0.694428687
02/09/1996,656.07,3718.9,0.940282579,-0.327517071
2/12/1996,656.37,3709.3,0.045716376,-0.258474606
2/13/1996,661.45,3742.7,0.770974058,0.896409653
2/14/1996,660.51,3753.6,-0.142213102,0.290810338
2/15/1996,655.58,3744.6,-0.74919239,-0.240057729
2/16/1996,651.32,3774.3,-0.65192671,0.790013286
2/19/1996,,3755.9,,-0.488699812
2/20/1996,647.98,3753,,-0.077241677
2/21/1996,640.65,3688.7,-1.137654572,-1.72814277
2/22/1996,648.1,3731.1,1.156171948,1.142900389
2/23/1996,658.86,3753.9,1.64660634,0.609220321
2/26/1996,659.08,3732,0.033385435,-0.585101657
2/27/1996,650.46,3702.7,-1.316511829,-0.788199973
2/28/1996,647.24,3719.4,-0.496263637,0.45000817
2/29/1996,644.75,3734.8,-0.385452377,0.413190467
03/01/1996,640.43,3729.5,-0.672281901,-0.142009321
03/04/1996,644.37,3758.7,0.613326954,0.779897652
03/05/1996,650.81,3786.4,0.994464565,0.734254667
03/06/1996,655.79,3778.6,0.762287481,-0.206212895
03/07/1996,652,3761.4,-0.579605382,-0.456234213
03/08/1996,653.65,3761,0.252747808,-0.010634904
3/11/1996,633.5,3649,-3.131204025,-3.023172203
3/12/1996,640.02,3707.8,1.02394261,1.598555136
3/13/1996,637.09,3646.6,-0.458849299,-1.664348219
3/14/1996,638.55,3653.7,0.228904807,0.194512616
3/15/1996,640.87,3679.1,0.36266473,0.692780427
3/18/1996,641.43,3647.7,0.087343061,-0.857132506
3/19/1996,652.65,3697.3,1.734093898,1.350599155
3/20/1996,651.69,3685.9,-0.14720091,-0.308809434
3/21/1996,649.98,3689.8,-0.262739555,0.105752684
3/22/1996,649.19,3699.2,-0.121616124,0.254432401
3/25/1996,650.62,3705.1,0.220032247,0.159366888
3/26/1996,650.04,3680.1,-0.089185496,-0.677032321
3/27/1996,652.97,3668.9,0.449728696,-0.304803611
3/28/1996,648.91,3658.1,-0.623715421,-0.294800268
3/29/1996,648.94,3692.2,0.00462303,0.927859942
04/01/1996,645.5,3692.1,-0.531505222,-0.002708449
04/02/1996,653.73,3730.3,1.266921189,1.029325751
04/03/1996,655.26,3734.2,0.233768126,0.104494617
04/04/1996,655.88,3734.6,0.094574194,0.010711225
04/05/1996,,,,
04/08/1996,655.86,,,
04/09/1996,644.24,3726.5,-1.787602405,
4/10/1996,642.19,3761.8,-0.318711743,0.942811091
4/11/1996,633.5,3748.9,-1.36242103,-0.343510264
4/12/1996,631.18,3757.6,-0.366891641,0.231799211
4/15/1996,636.71,3775,0.872320953,0.461992697
4/16/1996,642.49,3799,0.903695956,0.63374915
4/17/1996,645,3839.7,0.389906435,1.065636434
4/18/1996,641.61,3791.4,-0.526967433,-1.265889452
4/19/1996,643.61,3824.8,0.311231013,0.87708343
4/22/1996,645.07,3854.2,0.226588544,0.765728445
4/23/1996,647.89,3839.8,0.436209082,-0.374318087
4/24/1996,651.58,3840.7,0.567925372,0.023435974
4/25/1996,650.17,3804.2,-0.216631542,-0.954892212
4/26/1996,652.87,3826.1,0.414416114,0.57402881
4/29/1996,653.46,3834.5,0.090329402,0.219304059
4/30/1996,654.16,3816.9,0.107064754,-0.460047339
05/01/1996,654.17,3816.9,0.001528666,0
05/02/1996,654.58,3810.8,0.062655207,-0.159943398
05/03/1996,643.38,3753.1,-1.725827913,-1.52569757
05/06/1996,641.63,,-0.27237159,
05/07/1996,640.81,3744.3,-0.127881244,
05/08/1996,638.26,3718.6,-0.398727728,-0.688743025
05/09/1996,644.77,3723.5,1.014794021,0.13168328
5/10/1996,645.44,3727.2,0.103859071,0.099319535
5/13/1996,652.09,3751.8,1.025033444,0.65784433
5/14/1996,661.51,3750.9,1.434251139,-0.023991363
5/15/1996,665.6,3770.7,0.616378891,0.526484943
5/16/1996,665.42,3767.8,-0.027046927,-0.076938387
5/17/1996,664.85,3760.2,-0.085696894,-0.201912927
5/20/1996,668.91,3795.2,0.608807063,0.92649629
5/21/1996,673.15,3795.6,0.631866549,0.010539074
5/22/1996,672.76,3783.6,-0.057953357,-0.316656376
5/23/1996,678.42,3776.9,0.837791132,-0.177237002
5/24/1996,676,3746.8,-0.357348913,-0.800142499
5/27/1996,,,,
5/28/1996,678.51,3755,,
5/29/1996,672.23,3752.3,-0.929867369,-0.071929991
5/30/1996,667.93,3767,-0.641716624,0.390994341
5/31/1996,671.7,3753.9,0.562843465,-0.348362915
06/03/1996,669.12,3737,-0.384839603,-0.451214905
06/04/1996,667.68,3743.9,-0.21543994,0.184469835
06/05/1996,672.56,3759.2,0.728230998,0.407831995
06/06/1996,678.44,3757,0.870471818,-0.058540221
06/07/1996,673.03,3755.3,-0.800613983,-0.045259109
6/10/1996,673.31,3726.8,0.041594249,-0.761821891
6/11/1996,672.16,3729.9,-0.170944024,0.083146705
6/12/1996,670.97,3752.9,-0.177198084,0.61474508
6/13/1996,669.04,3763.2,-0.288057751,0.274078483
6/14/1996,667.92,3760.7,-0.167544319,-0.0664549
6/17/1996,665.85,3755.9,-0.310398594,-0.127717336
6/18/1996,665.16,3763.5,-0.103680673,0.202143857
6/19/1996,662.06,3748.7,-0.467142695,-0.394026228
6/20/1996,661.96,3756.1,-0.015105512,0.197207185
6/21/1996,662.1,3726.5,0.021147078,-0.791172972
6/24/1996,666.84,3729.7,0.713353515,0.085834613
6/25/1996,668.85,3710.2,0.300968266,-0.524201794
6/26/1996,668.48,3687.8,-0.055334137,-0.605570923
6/27/1996,664.39,3687.1,-0.613715192,-0.018983308
6/28/1996,668.55,3692.8,0.624186161,0.154473669
07/01/1996,670.63,3710.4,0.310638103,0.475470963
07/02/1996,675.88,3744.1,0.77979764,0.904158014
07/03/1996,673.61,3729.3,-0.336423707,-0.396071918
07/04/1996,,3719.8,,-0.255064508
07/05/1996,672.4,3769.4,,1.32459342
07/08/1996,657.44,3723.6,-2.24998964,-1.222489534
07/09/1996,652.54,3744.3,-0.748106514,0.554374135
7/10/1996,654.75,3757.5,0.338104339,0.351915903
7/11/1996,656.06,3768.9,0.199876479,0.302933905
7/12/1996,645.67,3737.6,-1.596371083,-0.833948748
7/15/1996,646.19,3721.1,0.080504084,-0.442437071
7/16/1996,629.8,3648.2,-2.569126952,-1.978542823
7/17/1996,628.37,3648.3,-0.227314372,0.00274104
7/18/1996,634.07,3662.6,0.903019349,0.391197205
7/19/1996,643.51,3711.5,1.477820849,1.326282985
7/22/1996,638.73,3706.9,-0.745573706,-0.124015976
7/23/1996,633.79,3681.8,-0.776416059,-0.679418478
7/24/1996,626.19,3677.6,-1.206382986,-0.114139752
7/25/1996,626.65,3672.6,0.073433163,-0.136050741
7/26/1996,631.17,3685.1,0.718706883,0.339780421
7/29/1996,635.9,3675.5,0.746607839,-0.260848448
7/30/1996,630.91,3666,-0.787809665,-0.258802841
7/31/1996,635.26,3680.8,0.687114229,0.402897044
08/01/1996,639.95,3709.3,0.735568439,0.771305971
08/02/1996,650.02,3750.3,1.561308335,1.099265721
08/05/1996,662.49,3777.8,1.900233176,0.730599283
08/06/1996,660.23,3783.1,-0.341720424,0.140194973
08/07/1996,662.38,3794.7,0.325115022,0.306157699
08/08/1996,664.16,3815,0.268367493,0.53353084
08/09/1996,662.59,3812.6,-0.236668661,-0.062929364
8/12/1996,662.1,3796.4,-0.073979576,-0.425812182
8/13/1996,665.77,3811.9,0.552766362,0.407450323
8/14/1996,660.2,3814.4,-0.840144613,0.065562595
8/15/1996,662.05,3837.3,0.279826237,0.598561584
8/16/1996,662.28,3842.9,0.034734545,0.145829562
8/19/1996,665.21,3877.1,0.441435304,0.886016159
8/20/1996,666.58,3867.2,0.205738214,-0.255672053
8/21/1996,665.69,3894.2,-0.133606571,0.695753573
8/22/1996,665.07,3871,-0.093179844,-0.59753951
8/23/1996,670.68,3907.6,0.83998248,0.94105032
8/26/1996,667.03,,-0.545710065,
8/27/1996,663.88,3889.7,-0.473361216,
8/28/1996,666.4,3908.6,0.37886806,0.484721978
8/29/1996,664.81,3915.9,-0.238880531,0.186593447
8/30/1996,657.4,3866.7,-1.120862432,-1.264375798
09/02/1996,,3873.7,,0.180869255
09/03/1996,651.99,3877.1,,0.087732885
09/04/1996,654.72,3874.3,0.417843894,-0.072245017
09/05/1996,655.61,3873.1,0.135843663,-0.030978135
09/06/1996,649.44,3872.2,-0.945564687,-0.0232399
09/09/1996,655.68,3903.6,0.956241196,0.807638331
9/10/1996,663.76,3929.4,1.224777331,0.658753818
9/11/1996,663.81,3914.1,0.007532559,-0.390132451
9/12/1996,667.28,3915.1,0.521378398,0.025545394
9/13/1996,671.15,3936.9,0.5782911,0.555273969
9/16/1996,680.54,3976.7,1.389394174,1.005871805
9/17/1996,683.98,3985.8,0.504207676,0.228571528
9/18/1996,682.94,3965.4,-0.152166945,-0.513131219
9/19/1996,681.47,3950.9,-0.215477836,-0.366333166
9/20/1996,683,3976.4,0.224262995,0.643348629
9/23/1996,687.03,3952,0.588309982,-0.615510747
9/24/1996,686.48,3926.2,-0.080086789,-0.654974289
9/25/1996,685.61,3917.7,-0.126813856,-0.216729008
9/26/1996,685.83,3936.4,0.032083066,0.476185313
9/27/1996,685.86,3936.5,0.004374166,0.00254036
9/30/1996,686.19,3947.6,0.048103204,0.281579567
10/01/1996,687.31,3954.7,0.16308704,0.179694568
10/02/1996,689.08,4004.2,0.257194687,1.243906526
10/03/1996,694.01,4015.4,0.712899505,0.279315858
10/04/1996,692.78,3994.6,-0.177388115,-0.519351979
10/07/1996,701.46,4042.9,1.245138878,1.20188072
10/08/1996,703.34,4023.3,0.267653918,-0.485979484
10/09/1996,700.64,4025.5,-0.384621338,0.054666536
10/10/1996,696.74,3999.4,-0.558188914,-0.650477689
10/11/1996,694.61,3995,-0.306177693,-0.110077065
10/14/1996,700.66,4020.6,0.867221099,0.638756601
10/15/1996,703.54,4050.1,0.410198553,0.731042695
10/16/1996,702.57,4039.3,-0.137969313,-0.267016254
10/17/1996,705,4032.9,0.345276244,-0.158568949
10/18/1996,706.99,4054.5,0.281871871,0.534165526
10/21/1996,710.82,4059.4,0.540271167,0.120780404
10/22/1996,709.85,4066.3,-0.136555309,0.169831563
10/23/1996,706.57,4059,-0.463140292,-0.179685721
10/24/1996,707.27,4027.3,0.099021114,-0.784046162
10/25/1996,702.29,3988,-0.706606419,-0.980632414
10/28/1996,700.92,4020.2,-0.195266629,0.804180054
10/29/1996,697.26,4005,-0.523538938,-0.378807212
10/30/1996,701.5,4006.8,0.606253108,0.044933724
10/31/1996,700.9,3952.6,-0.085567604,-1.361932753
11/01/1996,705.27,3982.7,0.621548471,0.758639103
11/04/1996,703.77,3955.8,-0.212910999,-0.677712489
11/05/1996,706.73,3921,0.419709939,-0.883613305
11/06/1996,714.14,3946.2,1.043032393,0.640636724
11/07/1996,724.59,3952.9,1.45269561,0.16963962
11/08/1996,727.65,3907.3,0.421418571,-1.160288837
11/11/1996,730.82,3907.5,0.434702804,0.005118493
11/12/1996,731.87,3921.8,0.143571116,0.365294877
11/13/1996,729.56,3934.5,-0.316128987,0.323307691
11/14/1996,731.13,3935.1,0.214966982,0.015248551
11/15/1996,735.88,3938.1,0.647577944,0.076207899
11/18/1996,737.62,3960.1,0.236172488,0.557090398
11/19/1996,737.02,3966.6,-0.081375798,0.164002711
11/20/1996,742.16,3989,0.694982448,0.563126834
11/21/1996,743.95,3961.4,0.240897493,-0.694307478
11/22/1996,742.75,3959,-0.161431393,-0.060603002
11/25/1996,748.73,4030.7,0.801892354,1.794859002
11/26/1996,757.03,4092.8,1.102444488,1.528927426
11/27/1996,755.96,4066.2,-0.141441804,-0.652043001
11/28/1996,,4040.2,,-0.641470669
11/29/1996,755,4051.8,,0.286703113
12/02/1996,757.02,4055.9,0.267192392,0.101138433
12/03/1996,756.56,4043.4,-0.060783046,-0.308668895
12/04/1996,748.28,4055.7,-1.100460323,0.303737686
12/05/1996,745.1,4044.1,-0.425880192,-0.286427021
12/06/1996,744.38,3993.5,-0.096678043,-1.259098947
12/09/1996,739.6,3988.1,-0.644215762,-0.135311236
12/10/1996,749.76,4033.4,1.364365581,1.129476571
12/11/1996,747.54,4008.8,-0.296533978,-0.611774806
12/12/1996,740.73,3987.7,-0.915162911,-0.527732107
12/13/1996,729.33,3968.9,-1.550988195,-0.472564537
12/16/1996,728.64,3981.1,-0.09465216,0.30691848
12/17/1996,720.98,3978.4,-1.056838523,-0.06784346
12/18/1996,726.04,3988.4,0.699371208,0.251041955
12/19/1996,731.54,4021.3,0.75467914,0.821508547
12/20/1996,745.76,4096.4,1.92519315,1.850330578
12/23/1996,748.87,4076.3,0.416157108,-0.4918825
12/24/1996,746.92,4086.3,-0.260731935,0.245020092
12/25/1996,,,,
12/26/1996,751.03,,,
12/27/1996,755.82,4096.5,0.635765489,
12/30/1996,756.79,4095.3,0.128255153,-0.02929759
12/31/1996,753.85,4111.6,-0.389239489,0.397227246
01/01/1997,,,,
01/02/1997,740.74,4079.9,,
01/03/1997,737.01,4072.7,-0.504822591,-0.176630814
01/06/1997,748.03,4105.2,1.48416235,0.794829262
01/07/1997,747.65,4103.5,-0.050813009,-0.04141947
01/08/1997,753.23,4089.8,0.743567202,-0.334419898
01/09/1997,748.41,4060.4,-0.64196699,-0.721457818
1/10/1997,754.85,4096.4,0.856809786,0.882704829
1/13/1997,759.5,4087.9,0.614126802,-0.207714846
1/14/1997,759.51,4110.9,0.001316647,0.561059188
1/15/1997,768.86,4190.9,1.223540981,1.927352537
1/16/1997,767.2,4157.3,-0.216137475,-0.804968291
1/17/1997,769.75,4194.3,0.331826324,0.886063558
1/20/1997,776.17,4216.8,0.830578155,0.535008588
1/21/1997,776.7,4186.6,0.068260707,-0.718759788
1/22/1997,782.72,4214.5,0.772085763,0.664201178
1/23/1997,786.23,4214.5,0.447433743,0
1/24/1997,777.56,4230,-1.1088559,0.36710326
1/27/1997,770.52,4207,-0.90951999,-0.545218845
1/28/1997,765.02,4206.4,-0.716363432,-0.014262961
1/29/1997,765.02,4228.5,0,0.524014525
1/30/1997,772.5,4222.6,0.97300315,-0.139626817
1/31/1997,784.17,4252.6,1.499382481,0.707950852
02/03/1997,786.16,4272.3,0.253450047,0.462176332
02/04/1997,786.73,4255.6,0.072478053,-0.391656125
02/05/1997,789.26,4263.7,0.321068303,0.190156526
02/06/1997,778.28,4260.8,-1.400944101,-0.068039184
02/07/1997,780.15,4269.1,0.239985228,0.194609611
2/10/1997,789.56,4304.4,1.198961939,0.823472315
2/11/1997,785.43,4293.4,-0.524448976,-0.255879551
2/12/1997,789.59,4316.4,0.528248489,0.534276167
2/13/1997,802.77,4315.2,1.655442362,-0.02780481
2/14/1997,811.82,4328.8,1.12103937,0.314669394
2/17/1997,,4336.3,,0.173108259
2/18/1997,808.48,4331.2,,-0.117681006
2/19/1997,816.29,4346.1,0.961374244,0.343425136
2/20/1997,812.49,4349.8,-0.466607755,0.08509758
2/21/1997,802.8,4335.3,-1.199798951,-0.333905504
2/24/1997,801.77,4327.5,-0.128383323,-0.180080392
2/25/1997,810.28,4346.3,1.055808325,0.433490038
2/26/1997,812.1,4351.4,0.224361834,0.117272396
2/27/1997,805.68,4326.4,-0.793684395,-0.576184498
2/28/1997,795.07,4340.4,-1.325648025,0.323072234
03/03/1997,790.82,4293.4,-0.535977927,-1.088754993
03/04/1997,795.31,4322.1,0.566159393,0.666243542
03/05/1997,790.95,4345.5,-0.549722111,0.539943164
03/06/1997,801.99,4385.8,1.386138432,0.923122243
03/07/1997,798.56,4402.7,-0.428603324,0.384593977
3/10/1997,804.97,4421.6,0.799490392,0.428363245
3/11/1997,813.65,4465.2,1.072528846,0.981238462
3/12/1997,811.34,4432.4,-0.284309633,-0.737280808
3/13/1997,804.26,4409.4,-0.876460179,-0.52025723
3/14/1997,789.56,4351.2,-1.844677171,-1.328695665
3/17/1997,793.17,4406.5,0.456174617,1.262905443
3/18/1997,795.71,4378.3,0.319722341,-0.642020236
3/19/1997,789.66,4348.7,-0.763232478,-0.678357133
3/20/1997,785.77,4323.1,-0.493834433,-0.590421236
3/21/1997,782.65,4260.6,-0.397853141,-1.456274207
3/24/1997,784.1,4260.4,0.18509659,-0.004694285
3/25/1997,790.89,4247.4,0.862233039,-0.305602156
3/26/1997,789.07,4261.1,-0.230385681,0.322031189
3/27/1997,790.5,4303.9,0.181061984,0.999424548
3/28/1997,,,,
3/31/1997,773.88,,,
04/01/1997,757.12,4205.1,-2.189506146,
04/02/1997,759.64,4263.2,0.33228755,1.372197765
04/03/1997,750.11,4213.3,-1.26247744,-1.177386337
04/04/1997,750.32,4222.6,0.027991976,0.220486344
04/07/1997,757.9,4255.3,1.005166862,0.771421276
04/08/1997,762.13,4279.9,0.556569399,0.576438001
04/09/1997,766.12,4288.3,0.522167062,0.196073917
4/10/1997,760.6,4287.9,-0.723121994,-0.009328141
4/11/1997,758.34,4318.3,-0.297576161,0.706470369
4/14/1997,737.65,4232.9,-2.766237652,-1.997446894
4/15/1997,743.73,4275.6,0.820860838,1.003710607
4/16/1997,754.72,4301.8,1.466875379,0.610909634
4/17/1997,763.53,4312.3,1.160559708,0.243786471
4/18/1997,761.77,4293.6,-0.230774376,-0.434586259
4/21/1997,766.34,4320.6,0.598126264,0.626873962
4/22/1997,760.37,4319.4,-0.782077858,-0.027777778
4/23/1997,774.61,4391.5,1.855451997,1.655435065
4/24/1997,773.64,4380.8,-0.125302778,-0.243949826
4/25/1997,771.18,4381.3,-0.318483976,0.011412789
4/28/1997,765.37,4361.6,-0.756243232,-0.450652148
4/29/1997,772.96,4402.3,0.986792377,0.92881691
4/30/1997,794.05,4465.9,2.691913075,1.434363014
05/01/1997,801.34,4435.9,0.913889486,-0.674023536
05/02/1997,798.53,4430,-0.351278903,-0.133094235
05/05/1997,812.97,,1.79216711,
05/06/1997,830.24,4501.1,2.102060712,
05/07/1997,827.76,4524.4,-0.299155832,0.516316033
05/08/1997,815.62,4521.8,-1.477469707,-0.057482702
05/09/1997,820.26,4597.2,0.567280295,1.653727785
5/12/1997,824.78,4641.8,0.549532093,0.965479953
5/13/1997,837.66,4685.5,1.549560612,0.937041153
5/14/1997,833.13,4684,-0.542259781,-0.032018785
5/15/1997,836.04,4664.7,0.348676641,-0.412892219
5/16/1997,841.88,4688.9,0.696102744,0.517448982
5/19/1997,829.75,4669.4,-1.451303567,-0.41674296
5/20/1997,833.27,4646,0.42332687,-0.502394942
5/21/1997,841.66,4616.8,1.001841292,-0.630480993
5/22/1997,839.35,4635.7,-0.274834945,0.408538801
5/23/1997,835.66,4653.7,-0.440595097,0.38753897
5/26/1997,,,,
5/27/1997,847.03,4661.2,,
5/28/1997,849.71,4681.6,0.315900165,0.436700613
5/29/1997,847.21,4657.8,-0.294651699,-0.509669819
5/30/1997,844.08,4677,-0.370132097,0.411364509
06/02/1997,848.28,4644.7,0.496349314,-0.693009414
06/03/1997,846.36,4564,-0.226596896,-1.75273526
06/04/1997,845.48,4563.8,-0.104028759,-0.004382217
06/05/1997,840.11,4551.3,-0.637167777,-0.274270339
06/06/1997,843.43,4588,0.394407535,0.803129283
06/09/1997,858.01,4653.3,1.713884344,1.413244605
6/10/1997,862.91,4683.6,0.569464384,0.649039968
6/11/1997,865.27,4751.5,0.273119868,1.439331268
6/12/1997,869.57,4715.5,0.495723964,-0.760540267
6/13/1997,883.48,4776.2,1.586981767,1.279029626
6/16/1997,893.27,4777.2,1.102023254,0.020934955
6/17/1997,893.9,4746.3,0.070502529,-0.648923367
6/18/1997,894.42,4687,0.058155142,-1.25726482
6/19/1997,889.06,4667,-0.601073871,-0.427625197
6/20/1997,897.99,4672,0.999420758,0.107077856
6/23/1997,898.7,4597,0.079034228,-1.61833287
6/24/1997,878.62,4538.3,-2.259677989,-1.285142423
6/25/1997,896.34,4623.3,1.996731051,1.855624324
6/26/1997,888.99,4639.2,-0.823381843,0.343320175
6/27/1997,883.68,4651.3,-0.59909807,0.260481284
6/30/1997,887.3,4645.1,0.408813769,-0.133384986
07/01/1997,885.14,4606,-0.243731925,-0.845309916
07/02/1997,891.03,4737.5,0.663227235,2.814976901
07/03/1997,904.03,4692.9,1.448444874,-0.945884215
07/04/1997,,4820.3,,2.678543854
07/07/1997,916.92,4819,,-0.026972913
07/08/1997,912.2,4798.9,-0.516096317,-0.417971267
07/09/1997,918.75,4766.5,0.715478625,-0.677444203
7/10/1997,907.54,4747.1,-1.227640822,-0.407837767
7/11/1997,913.78,4765.5,0.685219996,0.386855811
7/14/1997,916.68,4813.2,0.316860508,0.995968019
7/15/1997,918.38,4859.7,0.185280098,0.961456403
7/16/1997,925.76,4909.6,0.800377346,1.021576448
7/17/1997,936.59,4973.9,1.163059799,1.301176854
7/18/1997,931.61,4956.8,-0.53313476,-0.34438694
7/21/1997,915.3,4858.8,-1.766239178,-1.99688774
7/22/1997,912.94,4818.1,-0.258171937,-0.841183437
7/23/1997,933.98,4902.1,2.27848637,1.728402526
7/24/1997,936.56,4875.6,0.275856345,-0.542051094
7/25/1997,940.3,4880.4,0.398538511,0.098400992
7/28/1997,938.79,4857.4,-0.160716126,-0.472386838
7/29/1997,936.45,4858.7,-0.249568185,0.026759708
7/30/1997,942.29,4888.4,0.621695265,0.609413916
7/31/1997,952.29,4930.8,1.055652743,0.863619511
